Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
MPH Australia Pty Ltd,http://www.mphaus.com,,Entertainment,2-10 employees,"Preston, VIC",Privately Held,2005,"86 Chifley Drive, Preston, VIC 3072, AU",-37.741694,145.007808,"Event Lighting, Equipment Hire, and Lighting Design and Operation"
Trill,http://www.trillevolved.com,,Entertainment,201-500 employees,"Melbourne, Victoria",Public Company,2012, ,-37.808942,145.00597,"Entertainment, Music, Live Performances, Dancing, Drinks, Celebrities, Clubs, Tours, Concerts, Festivals, One Off Events, and Special Events"
Canberra Comedy Festival,http://canberracomedyfestival.com.au,,Entertainment,2-10 employees,"Canberra City, ACT",Privately Held,2012,"London Circuit, Canberra City, ACT 2600, AU", , , 
Theatre Star P/L,http://www.theatrestar.com.au,03 8761 6927,Entertainment,2-10 employees,"Kilsyth, VIC",Sole Proprietorship,2016,"Factory 3, 10 Industry Circuit, Kilsyth, VIC 3137, AU",-37.806843,145.316837,"Custom made stage curtains and backdrops, Heavy duty tracking, Scenic artwork, Pop up screens and digitally printed banners and photographic backdrops, Chromakey screens and backdrops, Inherently Flame Retardant Fabrics, Drape hire, Film backdrops, TV studio fitouts, Projection Screens, Exclusive and traditional theatre fabrics., Star cloths sales and hire, and School theatre productions"
Bop till you Drop,http://www.boptillyoudrop.com.au,,Entertainment,11-50 employees,,Privately Held,1997,"2127, AU",-33.839989,151.067158,"Entertainment, dance programs, and disco and karaoke parties for children"
T1000 Events Pty Ltd,http://www.t1000.com.au,,Entertainment,2-10 employees,"Sydney, NSW",Sole Proprietorship,2013,"4C Ground Floor, 79-85 Oxford Street, Sydney, NSW 2022, AU",-33.901541,151.198098, 
Crossover Dance Studios,http://www.crossoverdance.com/,,Entertainment,11-50 employees,"Sydney, New South Wales",Privately Held,2010,"22-26 Goulburn Street, Level 1, Sydney, New South Wales 2000, AU",-33.877499,151.205199, 
Impulse Gamer,https://www.impulsegamer.com,61401076665,Entertainment,11-50 employees,"Melbourne, VIC",Sole Proprietorship,2001,"Melbourne, VIC 3220, AU",-37.825071,144.978682,"Gaming, Film, Technology, News, Entertainment, Interviews, Books & Comics, Reviews, Apps & Software, Hardware, Pop Culture, Events, Computer Games, and Smartphones"
Titanium Security Arena,http://www.titaniumarena.com.au,,Entertainment,2-10 employees,"Findon, South Australia",Privately Held,2013,"44a Crittenden Road, Stadium Access Road, Findon, South Australia 5023, AU",-34.900358,138.531949,"Music Arena, Sports Arena, Entertainment Facility, Funtion Rooms, Trade Show Facility, and Catered Events"
Griffin Alliance,http://www.griffinalliance.com,,Entertainment,51-200 employees,"Adelaide, SA",Privately Held,, , , ,"Mobile DJ, Wedding DJ, Corporate DJ, and Equipment Hire"
STACK Magazine AUSTRALIA & NEW ZEALAND,http://stack.com.au,,Entertainment,2-10 employees,,Sole Proprietorship,2004,"Richmond, Melbourne,   AU",-37.819635,145.003879,"Entertainment news, movie reviews, games reviews, music reviews, theatrical reviews, and interviews"
GNET.WORKS Holdings Pty Ltd,http://www.gexplatform.com,+61 2 8091 2424,Entertainment,2-10 employees,"Sydney, New South Wales",Privately Held,2018,"Level 13, 111 Elizabeth Street, Sydney, New South Wales 2000, AU",-33.869804,151.209946,"Entertainment, Blockchain, Fintech, Video Sharing, Content Creation, Cryptocurrency, and Streaming"
Specialty Group Pty Ltd,http://www.specialtygroup.net,,Entertainment,11-50 employees,"Melbourne, Victoria",Privately Held,1969, ,-37.831937,144.992414,"Theatrical supplies, Stage rigging and equipment, Cinema screens, frames and maskings, Acoustic drapes and panels, Stage curtains, Theatre ligting and audio visual, Digital signage solutions for entertainment sector, and Cinema fitouts"
Remix Entertaiment & Arts,https://www.facebook.com/RemixEntertainmentArts/,481780979,Entertainment,2-10 employees,"Perth, WA",Sole Proprietorship,2013,"Perth, WA 6000, AU", , ,"Events, Entertainment, Promotions, and Consultancy"
Flight Experience Global,https://sydney.flightexperience.com.au/,,Entertainment,2-10 employees,"Sydney, NSW",Privately Held,,"Sydney, NSW 2000, AU",-33.901541,151.198098, 
Aria Productions, ,,Entertainment,2-10 employees,"CORINDA, QLD",Partnership,2011,"12 Walker Street, CORINDA, QLD 4075, AU",-27.544034,152.979079,"conference dinner entertainment, corporate functions, Opera, The Supreme Dreams (motown), creative enough to customise entertainment, and Roaring 20s/Gangster show"
Larrikin Puppets,http://www.larrikinpuppets.com.au/,,Entertainment,2-10 employees,"Banksia Beach, Queensland",Self-Employed,2012,"Banksia Beach, Queensland 4507, AU",-26.989774,153.136675,"Puppet Shows, Children's Entertainment, Corporate Events, Live Entertainment, Roving Entertainment, Puppetry, Kids'​ Parties, Fetes, Compère, MC, Host, Wedding Receptions, Functions, Events, Puppeteer, Comedy, film and TV, emcee, Film, Television, Monitor Puppetry, Puppetry Workshops, Festivals, and Childcare Centres"
Latin Dance Australia,http://latindance.com.au,295523352,Entertainment,11-50 employees,"Glebe, NSW",Partnership,1999,"263 Broadway Rd, Glebe, NSW 2037, AU", , ,"Dance, Event Entertainment, Shows, Corporate Groups, education, and community"
Abstract Touring,https://abstract.net.au,,Entertainment,2-10 employees,"Sydney, NSW",Privately Held,1990,"112/166 Great North Rd, Five Dock, Sydney, NSW 2046, AU",-33.866989,151.130029,"Entertainment, Promotion, Touring, and Music"
Kombie,http://www.kombie.com,,Entertainment,2-10 employees,,Privately Held,2014, , , ,"Entertainment, Social Marketing, Video Messaging, and Mobile App"
ON THE HOUSE PTY LTD,http://www.on-the-house.org,,Entertainment,2-10 employees,"Melbourne, Victoria",Public Company,2011,"526, Toorak Road, Toorak, Melbourne, Victoria 3142, AU", , ,"Marketing, Advertising, Arts and Entertainment, Publicity, and Promotion"
Superheroes Inc.,http://www.superheroes.com.au,,Entertainment,11-50 employees,"Moore Park, New South Wales",Privately Held,2002,"122 Lang Rd, Moore Park, New South Wales 2021, AU",-34.46317,149.6825, 
8th Kind,http://mysteriousuniverse.org/,,Entertainment,2-10 employees,"North Sydney, NSW",Privately Held,2006,"16 Eden Street, North Sydney, NSW 2060, AU",-33.831372,151.204511, 
Cardinia Cultural Centre, ,,Entertainment, ,,,,"Melbourne,   AU",-37.825071,144.978682, 
Watercooler Talent,http://www.watercoolertalent.com,,Entertainment,2-10 employees,"Collingwood, Victroia",Privately Held,2003,"36 - 38 Gipps Street, Collingwood, Victroia 3066, AU",-37.80442,144.98822,"Entertainment Agency, Talent Management, Artist Representatives, Public Relations, Crisis Management, Brand Development, Content Creation, and Business Negotiation"
Glasshouse Port Macquarie,http://www.glasshouse.org.au,,Entertainment,51-200 employees,"PORT MACQUARIE, NSW",,2007,"Cnr Clarence & Hay Sts, PORT MACQUARIE, NSW 2444, AU",-42.839399,147.420032,"Entertainment, Art, Heritage, Theatre, Festivals, Children's activities, Culture, Conferences, and Meetings"
ShowTex Australia,https://www.showtex.com,,Entertainment, ,,,,"65 Old Pittwater Rd, Brookvale, New South Wales 2100, AU",-33.763652,151.264069, 
Sketch Evolution,http://sketchevolution.com,,Entertainment,2-10 employees,,Privately Held,2012,"Sydney,   AU", , ,"Project Management, Creative, Producer, Theatre, Production, Events, Ceremonies, Spectaculars, Entertainment, Strategy, and Consultant"
TRAPT Bar & Escape Rooms,http://www.traptmelbourne.com.au,,Entertainment,11-50 employees,"Melbourne, Victoria",Privately Held,2014,"The Basement, 377 Lonsdale Street, Melbourne, Victoria 3000, AU", , ,"Immersive Entertainment, Bar, Corporate Events, Team Building, Recruitment, Team Bonding, and Team Assessment"
Special Events Australia,http://www.eventdj.com.au,,Entertainment,11-50 employees,"Sydney, NSW",Public Company,1999,"Level 6, 115 Pitt St., Sydney, NSW 2000, AU",-33.86645,151.208249,"Professional Mobile DJs, Music & Entertainment, Audio Visual Equipment, Wedding Master of Ceronmonies  (MC), and Photobooths"
Melbourne City Wrestling,http://www.melbournecitywrestling.com.au/,,Entertainment,11-50 employees,"Melbourne, VIC",Privately Held,2010,"Melbourne, VIC 3000, AU",-37.813046,144.962398,"Sports entertainment, Events, Corporate enetertainment, and Family entertainement"
Potential Films,http://potentialfilms.com/,,Entertainment,2-10 employees,"Fitzroy, VIC",Public Company,1989,"Level 1, 110a Argyle St, Fitzroy, VIC 3065, AU",-37.797723,144.979188,"Distribution, Home Entertainment, Marketing, Rights Management, Publicity, Video on Demand, and Theatrical Movie Releases"
Ozzie For Kids,http://www.youtube.com/OzzieForKids,410534122,Entertainment,2-10 employees,,Partnership,2020,"Sydney,   AU",-33.868633,151.209421,"Education, Creativity, Entertainment, Children's Education, Kids Learning, Videos for kids, Child Development, Home Learning, and Presenting"
UE Agency,http://www.ueagency.com.au,,Entertainment,51-200 employees,"Vermont South, Victoria",Sole Proprietorship,2000,"40, Vermont South, Victoria 3133, AU", , , 
Indonesian Night Market,https://web.facebook.com/INM2017/,,Entertainment,51-200 employees,"Sydney, NSW",Nonprofit,,"UNSW Main Walkway, Sydney, NSW 2033, AU", , ,"Food, Market, Entertainment, Cultural Exhibition, and Traditional Music"
The Men's Gallery,http://www.mensgallery.com.au,,Entertainment,2-10 employees,"Melbourne, Victoria",Privately Held,1993,"601 Lonsdale St, Melbourne, Victoria  AU", , ,"Entertainment, Show Girl, and Live Performances"
Bird's Basement,https://birdsbasement.com/,1300 225 229,Entertainment,11-50 employees,"Melbourne, Victoria",Privately Held,2016,"11 Singers Lane, Melbourne, Victoria 3000, AU",-37.811274,144.956473,"Entertainment, Jazz, Live Music, Stand Up Comedy, Italian Cuisine, Blues, Soul, Funk, R&B, Rock, Wine, Cocktails, spirits, and Music"
EarthDog Productions, ,,Entertainment,0-1 employees,,Sole Proprietorship,, ,-27.464834,152.982613, 
Talent In Your Town plus Amusements,http://www.talentinyourtown.com.au,,Entertainment,2-10 employees,Supporting Local Entertainment - Australia wide!,Sole Proprietorship,2011,AU, , ,Supporting Local Entertainment - Australia wide!
Sound Agents,http://soundagents.com.au,,Entertainment,11-50 employees,"North Parramatta, New South Wales",Privately Held,, ,-28.101655,153.424708,"event management, marketing, AV, entertainment, events, weddings, clubs, photographers, mcs, promotion, partys, event logistics, event production, management, touring, dj's, and event consulting"
Showbiz Cinemas,http://www.showbizcinemas.com.au,,Entertainment,11-50 employees,"Smythes Creek, Victoria",Privately Held,2008, ,-37.591943,143.805409, 
PWR,https://teampwr.gg/,,Entertainment,11-50 employees,"Queensland, QLD",Privately Held,2019,"Queensland, QLD 4000, AU",-20,145,"esports, gaming, entertainment, streetwear, lifestyle, competitive gaming, content creation, and talent"
A Man & His Cave,https://amanandhiscave.com/,870797682,Entertainment,0-1 employees,"Gordon, NSW",Sole Proprietorship,2020,"Suite 1A 802-808 Pacific Highway Gordon, NSW 2072 Australia, Suite 1A, Gordon, NSW 2072, AU",-33.755378,151.151844, 
unko,http://www.studiounko.com,,Entertainment,2-10 employees,"Surry Hills, NSW",Privately Held,2015,"545 South Dowling Street, Level 1, Surry Hills, NSW 2010, AU",-33.887796,151.217391, 
Koomurri Management,https://aboriginalincursions.com.au,422973185,Entertainment,11-50 employees,,Privately Held,2002,"Circular Quay, Sydney,  2000, AU",-33.868633,151.209421, 
Nargile Lounge,https://www.facebook.com/NargileLounge,,Entertainment,2-10 employees,"Melbourne, VIC",Sole Proprietorship,2009,"Melbourne, Melbourne, VIC  AU",-37.825071,144.978682,"Hospitality, Unique Environment, Entertainment, Tobacco-Free Shisha Service, and Gifting"
The Society Agency,http://www.thesocietyagency.com.au,,Entertainment,2-10 employees,"SYDNEY, NSW",Privately Held,2015,"PO Box 446, Mona Vale, SYDNEY, NSW 1660, AU",-33.868633,151.209421,"Talent Management, Contract Negotiations, Media & PR, Sourcing opportunities in TV, Radio & Digital platforms, Athlete Management, and Sourcing commercial opportunities"
Kart World Belmont,http://www.kartworldbelmont.com.au,,Entertainment,11-50 employees,"Belmont, WA",Public Company,1989,"8 Cowcher Place, Belmont, WA 6104, AU", , ,"Corporate Events, Staff Parties, Sales Team Rewards, Team Building Exercises, Corporate Presentations, New Product Launches, Christmas Parties, and Fun, Safe & Social Events"
Rave Magazine,http://www.ravemagazine.com.au,,Entertainment,2-10 employees,,Privately Held,, ,-33.581223,120.046948, 
SMA Productions Pty Ltd,http://www.sma-ebd.com,,Entertainment,11-50 employees,"Potts Point, NSW",Privately Held,2001,"Minton House, Bayswater Rd, Potts Point, NSW 2011, AU",-33.870134,151.224079,"entertainment, bespoke entertainment concepts, festival entertainment, concert touring, cruise entertainment, events, event entertainment, Corporate events, Charity events, Live music, and Stage shows"
Global Lighting and Audio (GLA), ,,Entertainment,2-10 employees,"Ashmore, QLD",Public Company,2013,"1/7 Hinde St, Ashmore, QLD 4214, AU",-27.978487,153.387741,"LED Screens, Audio Visual Hires, Sales & Installation, AV Event Specialists, Architectural Lighting, LED Displays, Sound Systems, Club and Pub Audio Visual Supplier, and AV Equipment Wholesaler"
Rush Escape Game,https://www.rushescapegame.com.au,,Entertainment,11-50 employees,"South Yarra, Victoria",Privately Held,2014,"160 Toorak Rd, South Yarra, Victoria 3141, AU", , ,"team building, escape games, entertainment, special occasions, and tourist attraction"
The Couch Outloud,https://www.thecouchoutloud.com/,,Entertainment,2-10 employees,"Surfers Paradise, Queensland",Sole Proprietorship,2016,"Surfers Paradise, Queensland 4217, AU", , ,"Community , Entertainment , Arts, Culture, Comedy , Networking, Live Performance , Environment , Conversation , Collaboration , and Music"
LSW Imports and Distribution,http://industrygear.com.au,,Entertainment,2-10 employees,"Kingsgrove, New South Wales",Privately Held,1991,"31/192 Kingsgrove Rd, Kingsgrove, New South Wales 2208, AU", , ,"Professional Lighting and Audio, Stage Lighting, Parcans, LED Bars, Effects Lighting, Smoke & Haze Machines, Snow, Foam and Bubble Machines, and Trussing, Stands, Cables, Adapters"
The Decent People,http://www.thedecentpeople.com.au,413597627,Entertainment,2-10 employees,"Melbourne, Victoria",Partnership,2013,"205 Johnston St, Collingwood, Melbourne, Victoria 3066, AU", , ,"comedy, events, training, conferences, change, corporate entertainment, MC, content, leadership, and coaching"
ART Management Group, ,,Entertainment,2-10 employees,"Burwood, New South Wales",Partnership,2017,"Hume Hwy, Burwood, New South Wales 2134, AU",-33.877938,151.103664,"Artist Management, Entertainment Industry, and Artist Developement"
Southern Beat Productions ,http://www.southernbeat.com.au/what-we-do/show-packages/,61403129166,Entertainment,51-200 employees,,Public Company,2012,"George Street, Elizabeth Street, Margaret Street, HAy Street, Rundle Street, Sydney. Melbourne. Brisbane. Perth. Adelaide,   AU",-34.929075,138.602578,"Choreography, Creative Direction, Costume Design, Music Production, Creative Concept Development, Lighting Design, Visual Design, and entertainment"
Wayflair,https://www.wayflair.com.au,,Entertainment,2-10 employees,"Sydney, N.S.W.",Privately Held,2020, , , , 
comedian.com.au,http://www.comedian.com.au,,Entertainment,0-1 employees,"Moore Park, NSW",Sole Proprietorship,1991,"Moore Park, NSW 2021, AU",-33.893062,151.228202,"Corporate entertainment, Hoax speaking, Corporate comedy, Comedy master of ceremonies, Comedy writing for speakers and executives, Writing jokes, Comedy keynote speaking, After dinner entertainment, and Corporate comedian"
THE RECHABITE,http://www.therechabite.com.au,,Entertainment,11-50 employees,"Northbridge, Western Australia",Privately Held,2019,"224 William St, Northbridge, Western Australia 6003, AU",-31.946292,115.855719, 
AMW Media Pty Ltd,http://www.amwmedia.com.au,1300 266 685,Entertainment,2-10 employees,"South Melbourne, Victoria",Partnership,2011,"24 Bank Pl, South Melbourne, Victoria 3205, AU",-37.83292,144.954622, 
Sapphira's Showtime,http://www.sapphirasshowtime.com,,Entertainment,2-10 employees,,Sole Proprietorship,2006, , , , 
HGYS Martial Arts School,http://hgys.org.au,,Entertainment,11-50 employees,"Nunawading, Victoria",Nonprofit,1986,"20/137-145 Rooks Road, Nunawading, Victoria  AU",-37.817359,145.176287,"Chinese Lion Dance, Taiko Drumming, and Martial Arts"
Entermission Sydney,https://enterthemission.com/sydney,61292673873,Entertainment,2-10 employees,"Sydney, NSW",Privately Held,2017,"Level 1, 484 Kent Street, Sydney, NSW 2000, AU",-33.874589,151.205564,"Team Building, Escape Room, Virtual Reality, Events, Event Services, Entertainment, Amusement Centre, Virtual Reality Game, Escape Game, Corporate Events, Corporate Team Building, Virtual Reality Team Building, Corporate Team Building, Escape Room, Team Building, virtual escape room, online escape room, and virtual reality escape room"
Fun Day Out,http://www.fundayout.com.au,1800 957 779,Entertainment,2-10 employees,,Sole Proprietorship,2013,AU, , ,"Events, Corporate Events, Childrens Parties, Entertainment Solutions, Team Building Events, School Incursions/Excursions, Vacation Care, Entertainment, Conferences, School Holiday Entertainment, Special Occasion Entertainment, Launch Parties, Community Events Entertainment, Sydney Event Management, Melbourne Event Management, Sydney Corporate, Educational Entertainment, and Theme Parties"
Musicland Sydney,http://www.musicland.net.au,90290221,Entertainment,2-10 employees,"Sydney, NSW",Public Company,2001,"Sydney, NSW 2148, AU", , ,"Entertainment Management, Venue Consultation, Music Curation, entertainment consulting, Virtual and Hybrid event production, Corporate entertainment, Conference entertainment, and audience engagement"
M-Live,http://m-live.com.au,,Entertainment, ,,,,"320 Pitt St, Sydney CBD, New South Wales 2000, AU",-33.875563,151.208232, 
Escape Manor Brisbane,https://www.escapemanor.com/brisbane,31485683,Entertainment,11-50 employees,"Brisbane City, Queensland",Privately Held,2017,"51 Edward Street, 4, Brisbane City, Queensland 4000, AU",-27.469309,153.026164, 
Sefton Playhouse,http://www.seftonplayhouse.com.au,,Entertainment,11-50 employees,"Sefton, New South Wales",Privately Held,1984, ,-33.88773,151.01053,"Adult Entertainment, Bucks Parties, Private Functions, Corporate Functions, Free Entry, Open 7 Days, Function Room, Eftpos, Newsagent, Bottle Shop, Bistro, VIP Lounge, Bar, Arcade, Free Parking, Kebab Shop, and TAB"
Verve Network,http://www.vervenetwork.co,,Entertainment,11-50 employees,"Gold Coast, QLD",Privately Held,2016,"Gold Coast, QLD  AU",-28.017366,153.42725, 
MMF Australia,http://www.mmfaustralia.com.au/,,Entertainment,2-10 employees,,Nonprofit,, , , , 
Colourblind,http://www.colourblind.com.au,61390057512,Entertainment,2-10 employees,"Collingwood, Vic",Privately Held,2010,"Collingwood, Vic 3066, AU",-37.803621,144.986049, 
Swami Army,http://www.swamiarmy.com,,Entertainment,2-10 employees,"Melbourne, Victoria",Privately Held,2003,"Brunton Ave, Melbourne, Victoria  AU",-37.825071,144.978682,"Sports Tourism, Media, Events Management, Tourism, Experience, Entertainment, and Cricket"
Kolmikon Productions,https://www.facebook.com/kolmikonproductions/,,Entertainment,0-1 employees,,Self-Employed,2019,"Sydney,   AU",-33.868633,151.209421,"Audio, Lighting, Entertainment, Events, Video, Vision, Production Management, Sales, Installation, Maintenance, and Training"
More Talent,https://moretalent.com.au/,,Entertainment,2-10 employees,"Melbourne, Victoria",Privately Held,, ,-37.22312,143.43345,"comedy, artist management, corporate events, and entertainment"
RenownedForSound.com,http://www.RenownedForSound.com,,Entertainment,2-10 employees,,Sole Proprietorship,2013, , , ,"Music, Interviews, Film, Reviews, LGBT, Entertainment, News, Music Videos, and Film Trailers"
Holoverse Official,http://www.holoverse.com.au,,Entertainment,2-10 employees,"Gold Coast, Queensland",,2016,"59 Nerang St, Gold Coast, Queensland 4215, AU", , ,"entertainment, tourist attraction, Gold coast, Hologram, holographic, technology, gaming, indoor, amusement, Queensland, and tourist activity"
Tom Nash,http://www.tomnash.com,,Entertainment,0-1 employees,"Sydney, NSW",Self-Employed, ,"PO Box 169, Westgate, Sydney, NSW 2048, AU",-33.868633,151.209421, 
Katherine Outback Experience ,https://www.katherineoutbackexperience.com.au/,428301580,Entertainment,2-10 employees,"Uralla, Northern Territory",Partnership,2013,"115 Collins Rd, Uralla, Northern Territory 0852, AU",-14.483299,132.317628,"Entertainment, Reward, Horsemanship, Live Music, Business Events, Incentive Travel, Live Music, Team Building, Conference, Venue Hire, Education, Agriculture, Training, Team Work, Tourist Attraction, Reward Travel, Adventure, and Outback"
Final Field,http://finalfield.com/,,Entertainment,2-10 employees,"Moonee Ponds, Victoria",Nonprofit,2015,"27 Norwood Crescent, Moonee Ponds, Victoria 3039, AU", , ,"Connecting Business, Events, Networking, and Entertainment"
Lollynet llc,http://www.lollynetllc.com,,Entertainment,201-500 employees,,Privately Held,1993, , , , 
Aztec International,http://www.aztecinternational.com.au,,Entertainment,2-10 employees,"Collingwood, Victoria",Privately Held,2005,"19 - 21 Johnston St, Collingwood, Victoria 3066, AU",-37.799226,144.985419, 
Together Agency,http://www.togetheragency.com.au,,Entertainment,2-10 employees,"Mermaid Beach, Queensland",Public Company,2016,"2519 Gold Coast Hwy, Mermaid Beach, Queensland 4218, AU",-28.041368,153.434485,"DJ Hire, Live Music Hire, Venue Entertainment, Event Management, and Artist Management"
Extraordinary Acts - Rebecca & Jon Bode,http://extraordinaryacts.com.au,0400 830 849,Entertainment,2-10 employees,"Balwyn, Victoria",Sole Proprietorship,2005,"4 Nott St, Balwyn, Victoria 3103, AU",-37.807927,145.076671, 
Beauty News Australia,http://beautynews.com.au/,,Entertainment,11-50 employees,"Ultimo, NSW",Privately Held,2009,"330 Wattle Street, Level 6, Unit 106, Ultimo, NSW 2007, AU",-33.879288,151.196231,"Beauty, Entertainment, Fashion, Health, Lifestyle, Beauty News, Entertainment News, Fashion News, Health News, and Lifestyle News"
MAGIC MEN AUSTRALIA,https://www.magicmen.com.au,1300 624 426,Entertainment,11-50 employees,"Prahan, Victoria",Privately Held,2013,"228A Malvern Road, Prahan, Victoria 3181, AU", , , 
VR Kingdom,http://www.vrkingdom.com.au,451875366,Entertainment,2-10 employees,"Rosebery, New South Wales",Privately Held,2019,"418 Gardeners Rd, G/F, Rosebery, New South Wales 2018, AU",-33.921475,151.198874,"Virtual Reality, Location Based Entertainment, VR Escape Rooms, Team Events, and Multiplayer Virtual Reality Experiences"
AUSCEN,http://auscen.com/,,Entertainment,2-10 employees,,Privately Held,,AU, , ,Content aggregator - provision of specific interest digital media & entertainment content
Forever Has Fallen,https://foreverhasfallen.com/,,Entertainment,11-50 employees,"St Peters, South Australia",Privately Held,2017,"47 Harrow Road, St Peters, South Australia 5069, AU",-34.909403,138.620195, 
Extra Specialists Group,https://www.extraspecialists.com/,,Entertainment,2-10 employees,"Brisbane, QLD",Sole Proprietorship,2017, , , , 
Souths Mackay,http://www.southsmackay.com.au/,,Entertainment,51-200 employees,"Mackay, Queensland",Nonprofit,1955,"181 Milton Street, Mackay, Queensland 4740, AU",-21.144192,149.182075,"Food and Beverage, Gaming, Function Room Hire, Entertainment, Bistro / Cafe, and Fitness Centre"
Stephen White Management,http://www.stephenwhite.com.au,61412207215,Entertainment,2-10 employees,"West Pymble, NSW",Privately Held,2005,"39 Gillian Parade, West Pymble, NSW 2073, AU",-33.766635,151.127025, 
Nourcast,http://www.nourcast.com,,Entertainment,2-10 employees,,Privately Held,,"Melbourne,   AU",-37.825071,144.978682, 
The Big HOO-HAA!,http://www.thebighoohaa.com.au,,Entertainment,11-50 employees,"PERTH, WA",Public Company,2000, ,-30.274821,153.133912,"Comedy, Improvisation, Team Building, Crowd Work, Workshops, and Entertainment"
Picxel,http://www.picxelit.com,,Entertainment,11-50 employees,,Privately Held,2017, , , ,"games, education, entertainment, and franchise"
Eclipse Musicians,https://eclipsemusicians.com,,Entertainment,2-10 employees,"Perth, WA",Privately Held,2017,"Perth, WA 6000, AU",-31.956035,115.847023,"entertainment, music, performance, company party entertainment, corporate band hire, background music, corporate entertainment, live music, corporate events, corporate event band, corporate live band, party band for hire, wedding singer, wedding music, wedding songs, ceremony music, reception music, acoustic music, acoustic musicians, luxury entertainment, and luxury wedding entertainment"
E-Darts Australia Pty Ltd,http://www.e-darts.com.au,,Entertainment,11-50 employees,"Underwood, QLD",Privately Held,2014,"Unit 1, 8-12 Nevilles Street, Underwood, QLD 4119, AU",-27.617258,153.112686,"Electronic Darts Machines, Darts events, Online Darts League, Darts Entertainment, Creating Opportunities for our Darts Players, and Sponsorship for Players"
Eaton Gorge Theatre Company,http://www.egtc.com.au,242833000,Entertainment,2-10 employees,,Privately Held,2004,"Wollongong,   AU",-34.428377,150.893892,"Team building, Improvisation Theatre, Festival entertainment and Emceeing, and Forum Theatre"
Visual Fidelity Studio,http://www.visualfidelitystudio.com/,,Entertainment,2-10 employees,"Cranbourne East, Victoria",Privately Held,2016,"No 39 Yammerbook Way , Cranbourne East, Victoria 3199, AU", , ,"Entertainment, Games, PC, Xbox 360, Playstation 3, iOS, Playstation 4, Xbox One"
Wooden Horse,http://www.woodenhorse.tv,,Entertainment,2-10 employees,"Darlinghurst, New South Wales",Privately Held,2018,"223 Liverpool St, Darlinghurst, New South Wales 2010, AU",-33.877431,151.213971, 
emergeWorlds,http://emergeworlds.com,413909392,Entertainment,11-50 employees,"Fortitude Valley, Queensland",Privately Held,2017,"1024 Ann St, Fortitude Valley, Queensland 4006, AU",-27.452948,153.04001,"games, film, VR, animation, creative, proptech, vrgames, and vrtraining"
R.E.A.L Music,http://www.realmusicfamily.com,,Entertainment,2-10 employees,"Bundoora, Victoria",Privately Held,2012,"19 The Concord, Bundoora, Victoria 3083, AU",-37.703996,145.069283,"Music: Performance, Music: Recording, Media  Entertainment, Event Management, and Fashion"
LES OFFRES CANAL+ AUSTRALIE,http://www.canalplus-australie.com/en/,,Entertainment,11-50 employees,"Woolloomooloo, NSW",Public Company,2001,"150 William Street, Woolloomooloo, NSW 2011, AU",-33.874457,151.218937, 
BERMAGUI COUNTRY CLUB LTD,https://www.bermaguicountryclub.com,+61 2 6493 4340,Entertainment,11-50 employees,"Bermagui, New South Wales",Privately Held,,"Tuross St, Bermagui, New South Wales 2546, AU",-36.42321,150.061113,"Club, Golf Course, Sports, Hospitality, Community, Tourism, Entertainment, Restaurant, Food & Beverage, and Outdoors"
FAKESHEMP.NET,http://www.fakeshemp.net,,Entertainment,2-10 employees,"Melbourne, VIC",Nonprofit,2013,"82 Exeter Road, Melbourne, VIC  AU",-37.825071,144.978682,"Film Reviews, Blogs, Interviews, Podcast, Entertainment Writing, Filmmaking, Cinema, Arts, Opinion, and media"
Triple Rebels Pty. Ltd.,http://www.triplerebels.com,,Entertainment,2-10 employees,,Public Company,2010,"Unit 3, Sydney,   AU", , ,"Street Dance Entertainment, Fashion, and Event Organising"
ERS Group (Aus),https://ers.net.au/,1300 744 377,Entertainment,2-10 employees,"Docklands, Victoria",Privately Held,2016,"530 Little Collins St, Docklands, Victoria 3008, AU",-37.818898,144.948291,"Rigging, Stage Automation, Motion Control, Load Monitoring, Load Cell Rental, Entertainment Rigging, Entertainment Consulting, Consulting, Technical Services, Low Voltage Control, Control Systems Integration, and Industrial Controls"
MindBlown,http://www.mindblown.com.au,,Entertainment,2-10 employees,"Adelaide, South Australia",Nonprofit,2008,"16 Te Anau Avenue Prospect, Adelaide, South Australia 5044, AU",-34.893816,138.596786,"Entertainment, Magic, Magicians, and Mentalists"
GOLFSelect,http://www.golfselect.com.au,,Entertainment,2-10 employees,"East Malvern, Victoria",Privately Held,1998,"405 Waverley Rd, East Malvern, Victoria 3145, AU", , ,"Corporate Golf, Client Entertainment on the Golf Course, Golf Event Gifts & Prizes, Golf Photography, Event Management, Customised Event Software, Golf Holidays, Escorted Tours, and Hole in One Insurance"
TEG Life Like Touring,https://lifeliketouring.com,,Entertainment,201-500 employees,"Southbank, Victoria",Privately Held,2009,"4 Riverside Quay, Southbank, Victoria 3006, AU",-37.820754,144.963294,"Live Entertainment, Family Entertainment, Exhibitions & Experiences, Licensed Entertainmnet, Musical Theatre, Project Management, Concept Development, Immersive Experiences, and Performing Arts"
