Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
TaxAssist Accountants Australia,http://www.taxassistau.com.au,1300 513334,Accounting,51-200 employees,"North Sydney, NSW",Privately Held,2015,"275 Alfred Street, Level 14, North Sydney, NSW 2060, AU",-33.839815,151.21156,"Accounting, Small Business, and Franchising"
Women's Insolvency Network Australia (NSW Branch),http://wina.com.au/,,Accounting, ,,Nonprofit,2015,"Sydney,   AU",-33.868633,151.209421, 
Trinity Accounting Practice ,http://www.trinitygroup.com.au,1300 200 005,Accounting,2-10 employees,"Caringbah South, New South Wales",Self-Employed,2003,"483 Port Hacking Rd, Suite 1, Caringbah South, New South Wales 2229, AU",-34.052695,151.121539,"Accounting, Business Advisory, Accounting and Tax Consulting Services, Tax Service, Business Management Consulting, Business Start-up & Business Structure Advice, ASIC matters , Non-profit Organisation (NFP), Tax and Business Planning, and MYOB Training, Setup & Support"
Achieve Corp,http://www.achievecorp.com.au,1800882059,Accounting,11-50 employees,"Kingston, ACT",Privately Held,2003,"Level 1, 29 Jardine Street, Kingston, ACT 2604, AU", , ,"Payroll Administration, Salary Packaging, IT Contractor Payroll Management, and IT Contractor Company Administration"
Martin & Martin Consulting Pty Ltd,http://martinandmartin.com.au,03 8809 3666,Accounting,11-50 employees,"CANTERBURY, VIC",Privately Held,2003,"5 Theatre Place, CANTERBURY, VIC 3126, AU",-37.824915,145.080964,"Tax, Estate & Retirement Planning, Financial Reporting, Structure & Planning, Consulting, Administration & Bookkeeping, and SMSF"
Brentnalls WA,http://www.brentnallswa.com.au,,Accounting,11-50 employees,"Perth, WA",Privately Held,1993,"Level 2, 186 Scarborough Beach Road, Mount Hawthorn, Perth, WA 6016, AU",-31.920133,115.83681,"Chartered accountant, Business development, Growth Profit Cashflow Model, Tax planning, Tax minimisation, Tax compliance, Wealth creation, Business advisory, Financial management, Strategic planning, Financial planning, Risk management, Wealth protection, Succession planning, Estate planning, Asset protection, Tax forecasting, Strategy, Execution, CFO, and Actual and forecast profit and cash flow"
Alexander Spencer CPA,http://www.aspartners.com.au,,Accounting,11-50 employees,"Camberwell, Victoria",Privately Held,1991,"Level 1, 1414 Toorak Road, Camberwell, Victoria 3124, AU",-37.840615,145.073681,"Builders & Developers, Start-ups, Medical Industry, SMSF, Travel, Wholesalers/Importers, and Restaurants & Cafes"
Cordner Advisory,http://www.cordner.com.au/,,Accounting,11-50 employees,"Broadbeach, Queensland",Privately Held,1981,"3 Oracle Blvd, Suite 315 Level 3 Oracle East, Broadbeach, Queensland 4218, AU", , ,"Business Advisory, SMSF, Private Advisory, Taxation & Compliance, SmarterCFO, and Government Grants"
Starting In Australia,http://www.startinginaustralia.com.au,,Accounting,11-50 employees,"Sydney, NSW",Privately Held,2011,"Level 26, 44 Market st, Sydney, NSW 2000, AU",-33.870495,151.205863,"Tax Advice, Initial advice concerning setting up a business in Australia, Bank account opening and administration, Legal and company secretarial assistance on setting up the business, and Assistance with visas for foreign employees"
Aspire Performance Training, ,,Accounting,0-1 employees,"Leederville, WA",Sole Proprietorship,,"643 Newcastle Street, 10, Leederville, WA 6007, AU",-31.932022,115.841834,"Management and Supervision, Leadership, Customer Service, Real Estate, Training and Assessment, Time Management, Conflict Management, Customer Contact, and Project Management"
HID Group,http://www.hidgroup.com.au,,Accounting,11-50 employees,"Carlton, Vic",Privately Held,,"Suite 2, Level 1, 333 Drummond Street, Carlton, Vic 3053, AU",-37.798038,144.967666,"Accounting & Taxation Services, Business & Personal Coaching, Financial Services, and Property"
Bryant & Bryant Chartered Accountants,http://www.bryantandbryant.com.au,03 9600 1000,Accounting,11-50 employees,"Melbourne, Victoria",Privately Held,1990,"Level 2, 530 Lonsdale St, Melbourne, Victoria 3000, AU",-37.813727,144.956404,"Business Advisory, Corporate Recovery, Corporate Accounting, Tax Structures, Business Restructuring, Solvency, and Superannuation"
Merit Partners Chartered Accountants,http://www.meritpartners.com.au,,Accounting,51-200 employees,"Darwin, Northern Territory",Partnership,2004,"Level 2, 9 Cavenagh St, Darwin, Northern Territory 0800, AU",-12.463693,130.843762,"Tax Compliance, Tax Planning, Business Advisory, Superannuation, External Audit, and Assurance Services"
Letcher Moroney Chartered Accountants,http://www.letchermoroney.com.au,,Accounting,51-200 employees,"Adelaide, SA",Partnership,1975, , , , 
Bonsella,http://www.bonsella.com.au,,Accounting,11-50 employees,"Kingston, ACT",Partnership,2003,"G10 Quayside, 50 Eastlake Parade, Kingston, ACT 2604, AU",-35.313676,149.146516,"Accounting, Taxation, Self Managed Superannuation Funds, and Business Services"
We Are Generate,http://www.generate.com.au,280273000,Accounting,11-50 employees,"Surry Hills, New South Wales",Privately Held,2001,"63 Ann St, Suite 4, Level 2, Surry Hills, New South Wales 2010, AU",-33.882577,151.21285,"Tax, Business Advisory, Accounting, Consulting, Creative businesses, and Innovative businesses"
DGL Accountants,http://www.dglaccountants.com.au,(07) 4944 0449,Accounting,11-50 employees,"Mackay, Queensland",Privately Held,1924,"71 Victoria Street, Mackay, Queensland 4740, AU",-21.141596,149.186445,"Accounting, Taxation, Business Advice, Self Managed Superannuation Fund Administration , Audit & Setup, Succession Planning, Audit, Bookkeeping, and Tax Minimisation"
Australian Audit Pty Ltd,http://australianaudit.com.au/,08 9218 9922,Accounting,11-50 employees,"Perth, WA",Privately Held,2009,"Level 8, 251 St Georges Tce, Perth, WA 6000, AU",-31.95288,115.84972,"Audit, Assurance, Not-For-Profit Audit, and SMSF Audit"
Nicol & Nicol,http://www.nicol.com.au,(03) 9852 7000,Accounting,11-50 employees,"Kew, VIC",Privately Held,1992,"Suite 8, 79 High Street, Kew, VIC 3101, AU",-37.8086,145.02751,"Accounting, Financial Advisory, Tax, Lending, and Superannuation & SMSF"
buckleybrown,https://buckleybrown.co,1300 462 111,Accounting,2-10 employees,"Sydney, NSW",Privately Held,2013,"Level 14, 5 Martin Place, Sydney, NSW 2000, AU",-33.867994,151.208834,"Accounting, Taxation, Technology, and Consulting"
Mission Grow Advisors,http://www.missiongrow.com.au,402031437,Accounting,2-10 employees,"MELBOURNE, VIC",Privately Held,2019,"Level 2  306 LITTLE COLLINS STREET, MELBOURNE, VIC 3000, AU",-37.814879,144.964421, 
HYD Advisory,http://www.hydadvisory.com.au,,Accounting,2-10 employees,"Sylvania Waters, NSW",Privately Held,,"Suite 3, 284 Belgrave Esplanade, Sylvania Waters, NSW 2224, AU",-34.019474,151.115895,"Growth, Profit, Succession, Cashflow, Protection, Systems, Wealth, Finance, and Bookkeeping"
Axiom Forensics,http://www.axiomforensics.com.au,,Accounting,11-50 employees,,Privately Held,2004,"Sydney, Sydney,  2000, AU",-33.873767,151.207139,"Forensic accounting, Independent expert witness, Financial Investigations, Fraud Investigations, Data analytics, Economic loss assessments, Litigation Support, Valuations, Regulatory pricing disputes, and Assessment of Damages"
WCA Chartered Accountants,http://www.wca.com.au,,Accounting,51-200 employees,"Lismore, New South Wales",Public Company,1922, ,-36.729825,146.960929,"Taxation, Superannuation, Business Services, Audit & Assurance, Financial Planning, IT Services, Litigation & Legal, and Tax Planning"
Bishop Collins Chartered Accountants,http://www.bishopcollins.com.au,,Accounting,11-50 employees,"Tuggerah, New South Wales",Public Company,2003,"1 Pioneer Ave, Tuggerah, New South Wales 2259, AU",-33.316308,151.421233,"Registered Clubs, Not For Profit, Self Storage, Aged Care, Business, Financial Planning, Audit, Risk Management, SMSF, Superannuation, Retirement planning, Cloud Accounting, Wealth Management, Investment Advice, Tax, Budgeting, Cash Flow, CGT, GST, Fringe benefit tax, bookkeeping, and Outsourced CFO"
Taxtalk Pty Ltd,http://www.taxtalk.com.au,,Accounting, ,"Footscray, Victoria",,,"75 Moreland St, Level 1, Footscray, Victoria 3011, AU",-37.806153,144.905564, 
Not for Profit Accounting Specialists,http://www.nfpas.com.au/,1300 123 637,Accounting,11-50 employees,"Adelaide, SA",Privately Held,1999,"38 Surry Road, Keswick SA, Adelaide, SA 5035, AU", , ,"Accounting, Auditing, Bookkeeping & Payroll, Association Management, Human Resources, CFO Services, Training & Education, Start-Ups, and Consulting"
Cloud CFO,https://www.cloudcfo.com.au,,Accounting,2-10 employees,"Cremorne, Victoria",Privately Held,2013,"534 Church St, Cremorne, Victoria  AU",-37.82871,144.997178,"Virtual CFO, Bookkeeping, Cloud Integrator, Xero, NetSuite, StartUps, Creatives, Digital Businesses, Financial Modelling, Cashflow Forecasting, Budgeting, and Management Reporting"
Cooper Reeves,http://www.cooperreeves.com.au,+61 7 3875 9888,Accounting,11-50 employees,"SALISBURY, QLD",Public Company,1989,"Level 1, 172 Evans Road, SALISBURY, QLD 4107, AU",-27.544304,153.030073,"Taxation and Accounting, Financial Planning, Self Managed Superannuation Funds, Business Advisory Services, Management Services, Accounting Software Solutions, International Taxation, Medical and Dental Specialists, Business Growth , Payroll, Bookkeeping, Not for profit, Aged Care, Succession Planning, and Estate Planning"
BM&Y Accountants Pty Ltd,http://www.bmy.com.au,,Accounting,11-50 employees,"WEST PERTH, Western Australia",Privately Held,1978,"47 Ord Street, WEST PERTH, Western Australia 6005, AU",-31.94976,115.83729,"Business & Taxation Services, Audit & Corporate Services, and Tax Consulting"
Expat Taxes,http://www.expattaxes.com.au,+61 1300 762 001,Accounting,11-50 employees,,Privately Held,2007, , , ,"Taxation, International Tax, and Accounting"
Whitehill Keir Pty Ltd,http://www.whitehillkeir.com.au,732319100,Accounting,11-50 employees,"Brisbane, QLD",Privately Held,1979,"Level 6, 145 Eagle Street, Brisbane, QLD 4001, AU",-27.466459,153.030684,"Business Advice, SME, Taxation, Self Managed Super Funds (SMSF), Succession & Estate Planning, Accounting, CFO, ASIC, and Advisory"
Peak Strategies,http://www.peakstrategies.com.au/,,Accounting,2-10 employees,"Mount Pleasant, WA",Sole Proprietorship,2010,"Unit 106, 19 Ogilvie Road, Mount Pleasant, WA 6153, AU",-32.014117,115.847663,"Bookkeeping, Business Valuations, Tax & Compliance, Business Growth Strategies, Accounting experts in pharmacy, Medical industry experts, Marketing, Mentoring, and Advisory"
"Patrick Rowan & Associates, Accountants, Planners & Business Advisors",http://www.patrickrowan.com.au,,Accounting,11-50 employees,"Geelong, Victoria",Privately Held,1973,"24 Moorabool Street , Geelong, Victoria 3220, AU",-38.144578,144.361712,"Medical Accounting Specialists, Self-Managed Super Funds & Retirement Planning, Wealth Creation, and Business Advice, Tax and Accounting"
First Equity ,http://firstequity.com.au/,02 8624 6130,Accounting,11-50 employees,"Sydney, New South Wales",Privately Held,,"97 Pacific Hwy, Sydney, New South Wales 2060, AU",-33.868633,151.209421,"accounting, finance, and taxation"
Sky Accountants,http://www.skyaccountants.com.au,,Accounting,11-50 employees,"Ballarat, Victoria",Privately Held,2003, ,-38.157143,144.350556,"Virtual Bookkeepig, Virtual Management Accounting, Outsourced Payroll, Taxation, Business Valuations, Business Coaching, Cloud Intergrators, Xero Accounting, and Payroll Outsourcing"
M.A.S Partners,http://www.maspartners.com.au,(02) 9211 5000,Accounting,11-50 employees,"Zetland, NSW",Privately Held,1961, , , ,"Accounting and Taxation, Your Financial Controller, Payroll Services, Accounts Payable, Small business accounting advice, Accounts Receivable, Small business accounting services, Customised financial reporting, and Xero Accounting"
Air Accounting,http://airaccounting.com.au/,,Accounting,2-10 employees,"Sydney, New South Wales",Privately Held,2015,"223 Liverpool St, Sydney, New South Wales 2010, AU",-33.868633,151.209421,"Accounting, Xero, Tax, Xero Add-on Integration, Financial Statements, Key Performance Indicators, Budgeting, Financial Modeling, Web Design, Cloud Solutions, Personal Finances, Small Businesses, and Franchises"
TTO Chartered Accountants,https://ttoca.com.au/,,Accounting,11-50 employees,"Adelaide, South Australia",Privately Held,2018,"234 Sturt St, Adelaide, South Australia 5000, AU",-34.933062,138.589924,"Accounting, Advisory, Bookkeeping, and Property"
O'Connells OBM,http://www.oconnellsobm.com.au,,Accounting,11-50 employees,"BRISBANE, QLD",Privately Held,,"Level 1, 200 Creek Street, BRISBANE, QLD 4000, AU",-27.469309,153.026164,"Accounting, Business Advising, and Business Consulting"
DFK Hirn Newey,http://www.dfkhirnnewey.com.au,07 3266 1488,Accounting,11-50 employees,"NUNDAH, QLD",Privately Held,1976,"Hirn Newey Building, 1143 Sandgate Road, NUNDAH, QLD 4012, AU",-27.397398,153.054876,"Accounting, Taxation, Superannuation, Information Technology, Business Valuations, Not for Profit Organisations, Xero Platinum Partner, Business Start Ups, and Cloud Solutions"
CBD ACCOUNTANTS,http://cbdaccountants.com.au/,,Accounting,11-50 employees,"LIVEERPOOL, NSW",Privately Held,2004,"195-199 GEORGE STREET, SUITE B, LEVEL 1, LIVEERPOOL, NSW 2170, AU",-32.494981,146.586903, 
MJN Accounting,http://www.mjnaccounting.com.au/,,Accounting,2-10 employees,"Rose Park , SA",Partnership,,"156 Fullarton Road , Suite 1, Rose Park , SA  5067, AU",-34.931952,138.624178, 
UHY Haines Norton Perth,https://www.uhyhnperth.com.au/,,Accounting,11-50 employees,"West Perth, Western Australia",Privately Held,1979,"Level 2, 35 Havelock Street, West Perth, Western Australia 6005, AU",-31.95029,115.84339,"Accounting, Business Services and Advisory, Business Investigation and Due Diligence, Management Consulting Services, Corporate Secretarial Services, Succession Arrangements and Planning, Taxation Compliance, Taxation Advisory, and Superannuation"
Koustas + Co,http://www.koustas.com.au,,Accounting,11-50 employees,"Melbourne, Victoria",Privately Held,1998,"Level 9, 636 St Kilda Road, Melbourne, Victoria 3004, AU", , ,"Accounting & Tax, Financial Management Reporting, Outsourced Financial Control, Business Planning & Succession, Estate Planning, Business Taxation, Corporate Advisory, Personal Taxation, Self Managed Superannuation, and Retirement Planning"
Charltons Accounting,http://www.charltons.com.au,,Accounting,11-50 employees,"Sydney, NSW",Privately Held,1980,"Level 8, 261 George Street, Sydney, NSW 2000, AU",-33.864478,151.207146, 
Neo Super,https://neo-super.com.au/,61390218380,Accounting,11-50 employees,"Melbourne, Victoria",Privately Held,1995,"Level 5, 114 Flinders Street, Melbourne, Victoria 3000, AU",-37.816218,144.970939,"Finance, SMSF Administration, and SMSF Audit"
HELM ADVISORY,http://www.helmadvisory.com.au,,Accounting,11-50 employees,"Sydney, NSW",Privately Held,2015,"Suite 2, Level 60, 60 Carrington Street, Sydney, NSW 2000, AU",-33.866758,151.206527,"Corporate Insolvency, Official Liquidation, Tax, Business Services, Voluntary administration, Receivership, Turnaround, Deed of Company Arrangement (DOCA), Creditors' voluntary liquidation, Members' voluntary liquidation, Forensic reports, Provisional liquidation, Business restructure, and Business valuation"
Public Trustee,http://www.publictrustee.sa.gov.au/,,Accounting,51-200 employees,,,,"Adelaide,   AU",-34.929075,138.602578, 
Pacific Accounting,http://www.pacificaccounting.com.au/,1800 1800 98,Accounting,11-50 employees,"Sydney, NSW",Sole Proprietorship,2014,"Kyle House Level 6, 27 Macquarie Place, Sydney, NSW 2000, AU",-33.863265,151.209519,"Bookkeeping, Bank Reconciliation, Xero, Inventory Management, MYOB, Accounts Receivable, Quicken, Accounts Payable, Data Entry, Payroll, Preparation of Monthly Management Accounts, Preparation of Monthly or Quarterly BAS and IAS reports, Xero, Kounta, Financial Statement, Management Accounts, and Management Reports"
542 Partners,http://www.542partners.com.au,,Accounting,2-10 employees,"Cronulla, NSW",Privately Held,2013,"Suite 305, 30 The Kingsway, Cronulla, NSW 2230, AU",-34.045839,151.151521,"Tax, Compliance, Growth, Private Wealth, Super, Franchising, Accounting Systems, and Audit"
PinnacleHPC Pty Ltd,http://www.pinnaclehpc.com.au,02 6960 1200,Accounting,51-200 employees,"Griffith, New South Wales",Partnership,, ,-38.094211,144.368721, 
D’Omkara Accountants Pty Ltd,http://www.domkara.com.au,395794450,Accounting,2-10 employees,"MELBOURNE, VIC",Privately Held,2014, ,-19.250111,146.814036, 
PND Accountants & Advisors,http://www.pndaccountants.com.au,,Accounting,2-10 employees,"Hoppers Crossing, Victoria",Privately Held,,"233 Morris Rd, Hoppers Crossing, Victoria 3029, AU",-37.862325,144.703934, 
Vital Addition,http://www.vitaladdition.com.au,,Accounting,11-50 employees,"Sydney, NSW",Privately Held,2014,"Level 5 /, 120 Sussex Street,, Sydney, NSW 2000, AU",-33.868318,151.203809,"Tax, Restructuring, and Outsourced CFO"
Entity Makers,https://www.entitymakers.com.au,,Accounting,11-50 employees,"Sydney, NSW",Privately Held,,"Sydney, NSW 2150, AU",-33.901541,151.198098, 
Suttie Financial Group,http://suttiefinancialgroup.com.au/,,Accounting,11-50 employees,"Abbotsford, Victoria",Privately Held,1988,"1g Marine Pde, Abbotsford, Victoria 3067, AU",-37.803273,144.998755,"Accounting, Financial Planning, Brokering, Superannuation, Tax, Bookkeeping, Business Advise, Home Loans, Business, and Small Business"
Accounting For Good,http://accountingforgood.com.au,,Accounting,11-50 employees,"Sydney, NSW",Privately Held,1997,"241 Castlereagh St, Sydney, NSW 2000, AU",-33.876182,151.208546,"Accounting, Non-Profit Accounting, Bookkeeping, Training, Xero, Budgeting, Reporting, Compliance, Financial Management, Charities, Associations, Social Enterprises, Governance, and NFP"
MSI Global Alliance - Australia & New Zealand,http://anz.msiglobal.org,,Accounting,"501-1,000 employees","Sydney, New South Wales",Privately Held,1990, ,-16.483176,145.464889,"Legal services, Accounting services, Specialist advisory services, Management Consulting services, Audit & Assurance services, Offshore services, and Tax Consulting services"
Nicole Accounting Training,http://www.nicoleaccounting.com.au,430536889,Accounting,2-10 employees,"Sydney, NSW",Educational Institution,2005,"803/250 Pitt Street, Sydney, NSW 2000, AU",-33.872669,151.208465,"帮助应届毕业生如何找到第一份高薪会计岗位, Excel初中高级课程, AP/AR/Payroll 转型 Assistant Accountant, Financial Accountant, Management Accountant, MYOB, Xero, and SAP"
JPL Financial Management,https://www.jplfm.net/,,Accounting,2-10 employees,"Brisbane, Queensland",Privately Held,2015,"Level 19, 160 Ann Street, Brisbane, Queensland 4000, AU",-27.467371,153.024242,"Financial Management, Business, Accounting, Cash Flow Forecasting, Tax, Start Ups, Business Advisory, Bookkeeping, Payroll, Budgeting, Business Plans, BAS, Cost Saving Analysis, Financial Statements, Superannuation, PAYG, Accounting Software Set-up and Training, Debtors, Creditors, and Fringe Benefit Tax"
Rogerson Kenny Business Accountants,http://www.rogersonkenny.com.au,,Accounting,11-50 employees,"Mount Waverley, Victoria",Privately Held,1976,"Suite 13, 241 Blackburn Road, Mount Waverley, Victoria 3149, AU", , ,"Business Tax & Accounting, Self Managed Super Funds, Business Advice, New Business Start Ups, Business Structure Advice, Cash Flow Forecasting, Cloud Accounting, and Budgeting and monitoring"
Hayes Girling Financial Pty Ltd,http://www.hgfin.com.au,,Accounting,11-50 employees,"Rowville, Victoria",Privately Held,2007,"Unit 1b, 5 Kelletts Road, Rowville, Victoria 3178, AU", , ,"Accounting & Taxation services, Financial Planning, SMSF services, and Small Business Services"
Moore Stephens SA & NT (formerly Hayes Knight SA & NT),http://www.moorestephens.com.au,,Accounting,11-50 employees,"ADELAIDE, SA",Privately Held,2000, ,-34.702666,138.678657,"Tax & Accounting Compliance, Superannuation, Tax Strategy & Structuring, Selling Your Business, Business Strategy, International Business, and Audit & Assurance"
Accsaglobal,https://www.accsaglobal.org,+1 225 439 5539,Accounting,51-200 employees,,Educational Institution,2019, , , ,"education, certification, accounting, and forensic"
Muscillo Romano CPA,http://www.muro.com.au,,Accounting,11-50 employees,"East Brisbane, Queensland",Privately Held,2007,"6 Overend Street, East Brisbane, Queensland 4169, AU",-27.488057,153.0404,"Business Services, Specialist Services, and Tax Compliance"
AKA Group Accountants Advisors Mentors,http://www.akagroup.com.au,+61 2 81889024,Accounting,2-10 employees,"ALEXANDRIA, NSW",Privately Held,1997,"Suite 1 (Ground Floor), 646 Botany RD, ALEXANDRIA, NSW 2018, AU",-33.909808,151.192961,"Startups, Accounting Software Training, Family Business, Xero Accounting, Taxation, Business Structuers, Self Managed Super, Overseas Branches In Australia, Outsource CFO Services, Reserach & Development Tax Offset, Export Development Grant, and #Cashflow"
Kennedy King Chartered Accountants,http://kennedyking.com.au,03 9243 6200,Accounting,11-50 employees,"Richmond, Victoria",Privately Held,2004, ,-32.375031,115.75212, 
Expat Taxes,http://www.expattaxes.com.au,,Accounting, ,,,, , , , 
BDH Leaders,http://bdhleaders.com.au,,Accounting, ,,,, ,-37.810577,144.990359, 
Logicca Chartered Accountants,http://www.logicca.com.au,,Accounting,11-50 employees,"Sydney, NSW",Privately Held,2006,"Level 6, 151 Macquarie Street , Sydney, NSW 2000 , AU",-33.864993,151.212309, 
The Tax Factor,https://thetaxfactor.com.au/,1300829322,Accounting,11-50 employees,"Parramatta, New South Wales",Privately Held,,"80 George St, Parramatta, New South Wales 2150, AU",-33.813841,151.005733,"Tax Advice, Small Business Consultancy, Superannuation, Financial Planning, Finance, Property, Accounting, and Virtual CFO"
Beta Alpha Psi - University of Melbourne Chapter,https://www.bap.org,,Accounting,2-10 employees,"Melbourne, Victoria",Nonprofit,1919,"198 Berkeley St, Melbourne, Victoria 3000, AU",-37.800855,144.958767,"Information Systems, Accounting, Finance, Ethical responsibilities, Social responsibilities, Public responsibilities, Professional development, Community service, and Self-development"
Trinity Accountants,https://www.trinityaccountants.com.au,07 40416188,Accounting,11-50 employees,"Cairns, Queensland",Privately Held,2009,"112-118 Mulgrave Rd, Cairns, Queensland 4870, AU",-16.922929,145.775689,"Business Consulting, Marketing, Business Coaching, and Accounting"
Nexia Brisbane,https://nexia.com.au/locations/brisbane,,Accounting,51-200 employees,"Brisbane, QLD",Privately Held,1970,"10 Eagle Street, Level 28, Brisbane, QLD 4000, AU",-27.469442,153.030134, 
Marsden Stantons,http://www.marsdenstantons.com.au/,,Accounting,11-50 employees,"West Perth, WA",Privately Held,1972,"Level 2, 1 Walker Avenue, West Perth, WA 6005, AU", , ,"Business Improvement & Strategy., Getting the best tax outcomes., Improving cash flow., Building a profitable growth business., and Taxation"
FirstPoint Bookkeeping & Office Management,http://firstpointbookkeeping.com.au,,Accounting,11-50 employees,"Tullamarine, Victoria",Privately Held,,"1-5 Melrose Court, Tullamarine, Victoria 3043, AU",-37.704604,144.884824,"Bookkeeping, Office Administration, Business Services, Office Management, Business Management, and Bookkeeper"
Top Accountants,https://www.topaccountants.com.au,1300 009 007,Accounting,11-50 employees,"Armadale, VIC",Privately Held,2015,"2/22 Derby Street, Armadale, VIC 3143, AU",-37.850869,145.020257,"Xero Certified Advisor, Saasu Certified Advisor, Registered Tax Agent, Registered BAS Agent, and Registered ASIC Agent"
Dillon Partners,http://www.dillonpartners.com.au/,,Accounting,11-50 employees,"South Melbourne, Vic",Partnership,1990,"10-12 York Street, South Melbourne, Vic 3205, AU",-37.829553,144.962973,"Accounting & Taxation, Auditing, Management Consulting, and SMSF"
Commercial & Legal | Accounting,http://commercialandlegal.com.au,882068444,Accounting,11-50 employees,"Adelaide, SA",Partnership,2010,"278 Flinders Street, Adelaide, SA 5000, AU", , ,"Accounting Services, Tax Advisory, and Consulting"
Cabel Partners,http://www.cabel.com.au,280710300,Accounting,11-50 employees,"North Sydney, New South Wales",Partnership,1991,"1 James Pl, Level 3, North Sydney, New South Wales 2060, AU", , ,"Tax Consulting, Audit, Business Consulting, and Accounting"
Forbes Accounting & Business Consultants,http://fabc.com.au/,,Accounting,11-50 employees,"Burwood, NSW",Privately Held,,"Suite 1, 168A Burwood Road, Burwood, NSW 2134, AU", , ,"Book keeping & accounting, Taxation & Compliance, Self - Managed Superannuation, Payroll Solutions, Business Consulting, and Training & Support"
Simmons Livingstone & Associates,http://www.simmonslivingstone.com.au,1800 618 800,Accounting,11-50 employees,"Hope Island , QLD",Privately Held,2013, ,-30.296779,153.115091,"Taxation, Accounting, Tax Advisory, Corporate Tax, Superannuation, Financial Reporting, Business Advisory, Financial Analysis, Consulting / Structuring, Not For Profit / Charities, and Xero"
Harris Recruitment Perth - Chartered Accountant,http://www.harc.net.au,,Accounting,2-10 employees,"Subiaco, WA",Privately Held,2013,"Level 1, 55 Salvado Road, Subiaco, WA 6008, AU",-31.942874,115.820985,"Tax Recruitment, Financial Services Recruitment, Accounting Recruitment, and NFP and Indigenous Sector Recruitment"
Websters Accountants,http://www.tax.uk.com,01223 507080,Accounting,11-50 employees,,Public Company,1990, ,-38.157143,144.350556,"Tax, Accountancy, Legal, Financial Planning, Solicitor, and IFA"
ACCUSAFE,http://www.accusafe.com.au,,Accounting,51-200 employees,"Parramatta, NSW",Sole Proprietorship,,"Parramatta, NSW  AU",-33.814115,151.005457,"Business Process Outsourcing, Financial Statements, Audit, Data Analytics, Audit Shared Services, Payroll, Account Receivable, Accounts Payable, Reconciliations, IFRS, Accounting Advisory, Financial Analysis, Management Reporting, and Statutory Reporting"
TaxSmart Accountants,http://www.taxsmart.com.au,,Accounting,51-200 employees,"Sydney, NSW",Privately Held,1999,"Bridge Street, Sydney, NSW 2000, AU",-33.868633,151.209421,"Taxation Services, Accounting Services, Property Investment, Self Managed Super Funds, Audit Services, Quickbooks, MYOB and XERO, Franchise Accountants, Business Set-Up, Life Insurance, and Income Protection Insurance"
SY Group,http://www.sygroup.com.au,,Accounting,11-50 employees,"South Yarra, Victoria",Privately Held,1992,"3/199 Toorak Road, South Yarra, Victoria 3141, AU",-37.839112,144.993834,"Business Services, Wealth Managment, SMSF Audits, Mortgage Broking, Taxation, Xero Gold Partner, Superannuation, and Business Valuations"
Nine Advisory,http://nineadvisory.com,,Accounting,2-10 employees,"Barangaroo, NSW",Privately Held,2016,"Level 24, Three International Towers, 300 Barangaroo Avenue, Barangaroo, NSW 2000, AU",-33.861802,151.201492,Accounting and Small Business Consulting
Keep It Simple Super ,http://www.keepitsimplesuper.com.au,,Accounting,2-10 employees,,Public Company,2007,"Australia,   AU",-23.992438,134.050443,"SMSF Accounts, SMSF Support Services, SMSF Compliance, and SMSF Documents"
Accounting Students Association - MQASA,http://asamacquarie.com,,Accounting,11-50 employees,"North Ryde, NSW",Nonprofit,2010,"Balaclava Road, North Ryde, NSW 2109, AU", , ,"Education, Event Planning, and Student Connection"
Smith Hancock,http://www.smithhancock.com.au,,Accounting,11-50 employees,"Parramatta, NSW",Partnership,1994,"Level 4, 88 Phillip Street, Parramatta, NSW 2150, AU",-33.813239,151.00877,"Corporate Reconstruction, Insolvency, and Corporate Advisory Services"
Shellharbour Accounting & Business Advisers,http://www.shellharbouraccounting.com.au/,,Accounting,11-50 employees,"Shellharbour City Centre, NSW",Privately Held,2003,"Suite 2, 10 College Avenue , Shellharbour City Centre, NSW 2529, AU",-34.562788,150.836375,"Accounting, Business Advisery, Chartered Accountants , Tax planning, and Financial reporting"
Bankstream (acquired by Intuit in 2016),http://www.bankstream.co.uk,,Accounting,11-50 employees,,Privately Held,, , , ,"Accounting services, Accountancy software, Small business accounting, Bookkeeping, Transaction data services, Data aggregation, and Bank transaction data collection"
ANG GROUP,http://www.anggroup.com.au,,Accounting,2-10 employees,"POINT COOK, VIC",Privately Held,2012,"417 Boardwalk Boulevard, POINT COOK, VIC  AU", , ,"Taxation, Business Consulting, Tax Planning, Business Structures, Superannuation, and Accounting and Bookkeeping"
P&Y Partners Chartered Accountants,http://pypartners.com.au/,1300778281,Accounting,11-50 employees,"Payneham, South Australia",Privately Held,2009,"390b Payneham Rd, Payneham, South Australia 5070, AU",-34.904632,138.645158,"Financial Advice, Business Advice, Accounting Compliance, Wealth Management, and LPO Advisor"
Vista Tax Consultants,http://www.vistatax.com.au,,Accounting,2-10 employees,"Sydney, NSW",Privately Held, ,"Sydney, NSW  AU", , , 
Scope Business Advisors,http://www.scopeba.com.au,,Accounting,11-50 employees,"Wayville, SA",Privately Held, ,"83 Greenhill Road, Wayville, SA 5034, AU",-34.94189,138.596972, 
