Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
Ink Nurse,http://www.ink-nurse.com,,Cosmetics,11-50 employees,"Melbourne, VIC",Privately Held,2016,"Melbourne, VIC  AU",-37.825071,144.978682,High End Skin Care
The Fringe Hair Salon,http://thefringehairsalon.com.au,,Cosmetics, ,"Ulladulla, New South Wales",,, ,-37.742346,145.003479, 
The Rosehip Specialists,http://www.therosehipspecialists.com.au,,Cosmetics,11-50 employees,"sydney, NSW",Privately Held,2010,"329 High St Chatswood, 2, sydney, NSW 2067, AU",-33.78656,151.196719, 
The Skin Lab,http://facebook.com/theskinlab.brisbane,61738324370,Cosmetics,2-10 employees,"Spring Hill, Queensland",Privately Held,2011,"149 Wickham Terrace, Level 12, Spring Hill, Queensland 4000, AU",-27.464557,153.025237,"Chemical Peels, HyrdaFacial, Coolsculpting, Onda Coolwaves, IPL, eDermaPen , LED Light Therapy, Skin Care, Tattoo Removal, Permanent Hair Removal, Skin Rejuvination, Laser resurfacing, Laser Genesis, Cosmetic Injectables, Dermaplaning, Dermal Fillers, Anti Wrinkle Injections, Threads, Mole and Wart Removal, and Acne Scaring"
Supple Skin Co,http://www.suppleskinco.com,,Cosmetics,2-10 employees,"Gold Coast, Qld",Privately Held,2018,"Gold Coast, Qld 4212, AU",-28.017366,153.42725,"skincare, beauty, skintreatment, acne, eczema, psoriasis, hemp, naturalskincare, veganbeauty, hempskincare, and greenbeauty"
Transformation Wellness & Rejuvenation Centre, ,,Cosmetics,2-10 employees,"Melbourne, Victoria",Sole Proprietorship,2010,"74 High Street, Northcote, Melbourne, Victoria 3070, AU",-37.780436,144.996966,"Medical Grade Laser Hair Removal, Cosmetic Injectables, Oxygen Facial Therapy, Massage, Eyelash Extensions, Skin Peels, Skin Needling, Manicures & Pedicures, Spray Tanning, and Waxing"
Deluxe Shea Butter (Aust) Pty Ltd,https://www.deluxesheabutter.com/,,Cosmetics,2-10 employees,"North Adelaide , South Australia",Privately Held,2007,"PO Box 206 , North Adelaide , South Australia 5006, AU",-34.908439,138.59534,"Pure Certified Organic Unrefined Shea Butter, Natural Soaps, Shea Butter Soap, African Black Soap, Natural Skincare, Personal Skincare, and Bulk & Wholesale Shea Butter"
Anika Natural Products,http://anikanaturalproducts.com,,Cosmetics,11-50 employees,"Stapylton, Qld",Sole Proprietorship,2000,"2/6 Quinns Hill Road East, Stapylton, Qld 4207, AU",-27.726885,153.244868, 
Lariese Organics,https://lariese.com,(02) 9037 7339,Cosmetics,11-50 employees,,Privately Held,2008,AU, , , 
elaverta,http://www.elaverta.com,,Cosmetics,2-10 employees,"Leumeah, NSW",Privately Held,2011,"PO BOX 564X, Leumeah, NSW  AU",-34.055915,150.833589,Skincare
Glammour,http://glammour.com.au,,Cosmetics, ,"Adelaide, South Australia",,, , , , 
Seamless1 Pty Ltd,http://www.seamless1.com,61280016282,Cosmetics,11-50 employees,"Sydney, Sydney",Privately Held,,"1,1-15 Shop Francis Street, Sydney, Sydney NSW2010, AU",-33.876133,151.212961, 
Chi Chi Cosmetics,http://chichicosmetics.com,,Cosmetics, ,,,, ,-33.917214,150.961112, 
PCA Skin Australia,http://bit.ly/2EwiKUX,,Cosmetics, ,,,,"Keysborough Clos, Keysborough, Victoria 3173, AU",-38.005867,145.167886, 
VERIVERA,http://verivera.com/,,Cosmetics,51-200 employees,,Privately Held,2014, , , ,"Makeup, Lipstick, Mascara, Foundation, Eyeliner, Professional makeup, Eyeshadow, and Lip Gloss"
QED Skincare,http://qedskincare.com,,Cosmetics, ,"Bellevue Hill, New South Wales",,,"1/11 Bellevue Rd, Bellevue Hill, New South Wales 2023, AU",-33.886251,151.258384, 
DBC HAIR & BEAUTY SUPPLIES,http://www.dbc.com.au,,Cosmetics,2-10 employees,"Villawood, NSW",Sole Proprietorship,1999,"6/171 Woodville Road, Villawood, NSW 2163, AU",-33.877259,150.981092, 
resoré,http://www.resore.com,,Cosmetics,11-50 employees,"Dandenong South, Victoria",Privately Held,2018,"1 Jayco Dr, Dandenong South, Victoria 3175, AU",-38.020442,145.221637, 
JESSICA Cosmetics Australia,http://jessicacosmetics.com.au,+61 (1)300 470 648,Cosmetics,2-10 employees,"Mayfield West, NSW",Privately Held,2013,"Pamabalong Drive, Unit 4/4, Mayfield West, NSW 2304, AU",-32.883778,151.724656,"Make-up, Polishes, Skincare, Bodycare, and GEL Nails"
HEADING OUT HAIR AND BEAUTY PTY LTD, ,,Cosmetics,11-50 employees,"Balwyn North, Victoria",,, ,-37.79296,145.071876, 
Summer Stories,http://www.summerstories.co,,Cosmetics,2-10 employees,"Brisbane, Queensland",Privately Held,2019,"Brisbane, Queensland 4000, AU",-27.469309,153.026164,"All natural, Vegan, Haircare, Cruelty free, omnichannel, Depop, Shopify, content led, maximalist, curious, direct to consumer, DTC, ecommerce, and Queensland"
Valentina Richesse Pty Ltd,https://www.valentinarichesse.com/,,Cosmetics,201-500 employees,"Mascot, New South Wales",Privately Held,2015,"46-50 Kent Rd, Suite 3.07, Mascot, New South Wales 2020, AU",-33.939229,151.176373, 
hideAWAY,https://www.hideaway.online/,,Cosmetics,11-50 employees,"Burleigh Heads, QLD",Privately Held,,"4/36 Central Drive, Burleigh Heads, QLD 4226, AU",-28.089849,153.4567, 
"VonBlü Cosmetics | Vegan, Australian Made, Cruelty Free",http://www.vonblucosmetics.com,,Cosmetics,2-10 employees,"Bondi Junction, NSW",Sole Proprietorship,2017,"Bondi Rd, Bondi Junction, NSW 2022, AU",-33.893278,151.251615, 
Showpony Professional,http://showponyaus.com.au,,Cosmetics, ,"Varsity Lakes, Queensland",,, ,-37.560866,143.851307, 
Tony & Munro,https://tonyandmunro.com/,,Cosmetics,2-10 employees,"Surry Hills, New South Wales",Privately Held,2019,"62-64 Foster St, Surry Hills, New South Wales 2010, AU",-33.880878,151.209366, 
Bespoke Skin Technology,http://www.bespokeskintechnology.com,430283599,Cosmetics,2-10 employees,"St Kilda West, Victoria",Privately Held,2018,"101 Park St, St Kilda West, Victoria 3182, AU",-37.856328,144.968282, 
Glam Beauty Bar,http://glambeautybar.com,,Cosmetics, ,"Moonee Ponds, Victoria",,, ,-28.044249,153.408112, 
Barbarella,http://barbarellavintage.com.au,,Cosmetics, ,,,, ,-37.806049,144.981402, 
UBA - Vegetalement Provence,https://australia.vegetalement.com/,61410442396,Cosmetics,2-10 employees,"Redfern, New South Wales",Privately Held,,"120 Redfern St, Redfern, New South Wales 2016, AU",-33.892497,151.203329,"Cruelty free, Hair care, Hair colour, Plant based, Beauty products, Skin care, Professional products , Organic colour, Botanical, Hair and beauty Professional products, and Essential oils"
Ernest Solid Colognes,http://www.ernestformen.com,0414 218 296,Cosmetics,2-10 employees,"Balgowlah, Sydney, NSW",Privately Held,2019,"PO BOX 381, Balgowlah, Sydney, NSW 2093, AU",-33.868633,151.209421, 
Sandra Glynn,http://www.sandraglynn.com.au,,Cosmetics,0-1 employees,"Sydney, NSW",Privately Held,,"Sydney, NSW 2000, AU",-33.901541,151.198098, 
Y natural skincare,http://ynatural.com.au,0427 991 128,Cosmetics,2-10 employees,"Adelaide , South Australia",Privately Held,2005,"Adelaide , South Australia 5000, AU",-34.929036,138.600473,"natural skincare, organic skincare, Australian made skincare, and cruelty-free skincare"
Lash Republic by Milan & Co,http://www.lashrepublic.com,,Cosmetics,2-10 employees,"Newtown, Victoria",Public Company,2008,"Pakington St, Newtown, Victoria 3220, AU",-37.7,143.65,"False Eyelashes - Design. Manufacture. Distribution, Premium Quality False Eyelashes, and Handmade Human Hair False Lashes"
TONI&GUY Cosmetic,https://cosmeticteam.com.au,,Cosmetics,11-50 employees,"Sydney , NSW",Privately Held,2018, ,-34.47791,117.21457,"cosmetics, beauty, skin care, and injectables"
Sahara Soul,http://www.saharasoul.com,432528037,Cosmetics,2-10 employees,"Perth, Western Australia",Sole Proprietorship,2016,"Perth, Western Australia 6065, AU",-31.960773,115.834088, 
Lowanna Skin Care,http://www.lowannaskincare.com,,Cosmetics,0-1 employees,"Adelaide, SA",Self-Employed,2020,"Adelaide, SA  AU",-34.929075,138.602578,"skin care, beauty, and natural skin care"
L'Ossigeno Skincare,http://www.lossigeno.com,436527755,Cosmetics,2-10 employees,"Adelaide, South Australia",Privately Held,2020,"Adelaide, South Australia 5000, AU",-34.929036,138.600473, 
Organic Nation,https://www.organicnation.com.au/,,Cosmetics, ,,,,"Keysborough Clos, Keysborough, Victoria 3173, AU",-38.005867,145.167886, 
Dr Pickles Tattoo Aftercare & Lifestyle Products,http://www.drpickles.com,,Cosmetics,2-10 employees,"Fortitude Valley, Queensland",Privately Held,,"Fortitude Valley, Queensland 4006, AU",-27.450076,153.034298, 
THE Dermaceutical Lab,http://thedermaceuticallab.com.au,,Cosmetics, ,"Middle Park, Victoria",,, ,-38.140682,144.348072, 
Newcastle Tattoo Removal,http://www.newcastletattooremoval.com.au,,Cosmetics,2-10 employees,"Newcastle, NSW",Privately Held,2012,"175 Scott Street, Newcastle, NSW 2300, AU",-32.926504,151.7807,"Picosure Laser, Revlite Laser, Q Switch ND:YAG Laser, Tattoo Removal, Pigmentation, Skin Rejuvenation, and Payment Plans"
Wotnot Naturals,http://www.wotnot.com.au,,Cosmetics,2-10 employees,,Privately Held,,"Sydney,   AU",-33.868633,151.209421, 
Charles + Lee,https://charlesandlee.com/,03 9863 8032,Cosmetics,11-50 employees,"Melbourne, VIC",Public Company,2017,"Melbourne, VIC 3000, AU",-37.813046,144.962398, 
Ainhoa Cosmetics,http://www.ainhoacosmetics.com.au,,Cosmetics, ,,,,"Perth, WA  AU",-31.960773,115.834088, 
QUE Colour,http://quecolour.com,,Cosmetics,11-50 employees,"Darlinghurst, New South Wales",Sole Proprietorship,2012,"178 Liverpool Street, Darlinghurst, New South Wales 2010, AU",-33.877005,151.214031, 
b.fresh,https://bfresh.rocks/,,Cosmetics, ,,,, , , , 
Beauty 4 U,http://beauty4u.com.au,,Cosmetics, ,"Bathurst, New South Wales",,, ,-36.732982,147.172565, 
TheDrip Collective,http://the-drip.co,,Cosmetics,2-10 employees,"Fortitude Valley, Queensland",Self-Employed,,"421 Brunswick St, 3, Fortitude Valley, Queensland 4006, AU",-27.460271,153.037005, 
Sweet Angels,http://www.sweetangels.com.au,,Cosmetics,2-10 employees,"Melbourne, Victoria",Privately Held,2016,"Mount Waverley, Melbourne, Victoria  AU",-37.878415,145.128498,"Cosmetics, Distribution, Hair Care, and Skin Care"
Pure and Green Organics,http://www.zkinorganics.com.au,1300555632,Cosmetics,11-50 employees,"Rydalmere, New South Wales",Privately Held,2000,"10 Bridge St, Rydalmere, New South Wales 2116, AU", , ,"Certified Organic Skincare, Baby, Baby skincare, Organic cotton, Reusable nappy, All skin types, and Cruelty free"
Chelsea Cosmetics,http://www.chelseacosmeticsmelbourne.com.au/,,Cosmetics,2-10 employees,"Templestowe, VIC",Privately Held,,"2/114 James Street Templestowe, Victoria, Australia, Templestowe, VIC 3106, AU",-37.757341,145.128453,"Cosmetics, Plastic Surgery, Lipo Suction, Coolsculpting, Nose Jobs, Tummy Tuck, Skin Treatment, Stemcells Transplant, Breast & Butt Augmentation, Anti Wrinkle Treatment, Microdermabrasion, Fat Loss Treatment, Lip Fillers, Dermal Fillers , Ultherapy , skin rejuvenation, Slim Lipo, and Melbourne Cosmetics Clinic"
Ageless Face and Body,http://www.agelessfaceandbody.com.au,,Cosmetics,2-10 employees,"North Sydney, NSW",Sole Proprietorship,2011,"Level 10, 122 Arthur Street, North Sydney, NSW 2060, AU",-33.838761,151.209774,"Anti-wrinkle injections, Dermal Fillers, Skin Cancer Checks, Med Contour Fat Reduction, Fractional Laser, IPL Skin Rejuvenation, Microdermabrasion, Medical Grade Peels, Organic Facials, Spray Tans, Waxing, and Laser Hair Removal"
Prestige Lashes,https://www.prestigelashes.com.au/,414022308,Cosmetics,0-1 employees,"Brisbane, QLD",Privately Held,2018,"Brisbane, QLD 4007, AU",-27.469309,153.026164, 
botanicES,http://www.botanicES.com,,Cosmetics,2-10 employees,"Brisbane, Queensland",Public Company,2011,"PO Box 33, Moggill, Brisbane, Queensland 4070, AU",-27.469309,153.026164,"Autralian made skin care, Natural caffeine skin care, Environmenally sustainable, and Organic ingredients"
Em's Forever Lips,https://senesite.senegence.com/EmsForeverLips/,430332302,Cosmetics,0-1 employees,"Perth, Western Australia",Self-Employed,2017,"21 Korovin Drive, Ashby, Perth, Western Australia 6065, AU",-31.72955,115.80216, 
Mplaza,https://www.mplaza.com.au/,,Cosmetics,11-50 employees,"Oakleigh South, Victoria",Privately Held,2011,"2/ 31 Fulton street, Oakleigh South, Victoria 3167, AU",-37.913475,145.111429,"Health, Beauty, Cosmetic, Skincare, Asian, Korean beauty, and Korean Cosmetic"
My Roots Pty Ltd,http://www.myroots.com.au,,Cosmetics,2-10 employees,"Camberwell, Victoria",Privately Held,, ,-17.396451,124.113404,"Hair & Skin Care, Organic & Natural Products, Black Hair & Skin Care, and Natural Oils"
Milkman Grooming Co.,https://www.milkmanaustralia.com/,61297128889,Cosmetics,2-10 employees,"Five Dock, New South Wales",Privately Held,2014,"Suite 1, 138 Great North Road, Five Dock, New South Wales 2046, AU",-33.8657,151.130569, 
APHA.LAB,http://www.aphalab.com,,Cosmetics,0-1 employees,"Melbourne , Victoria",Privately Held,2017,"Melbourne , Victoria  3000, AU",-37.813046,144.962398, 
Laserclear Cosmetic Clinic,https://www.laserclear.com.au,,Cosmetics,2-10 employees,"East Gosford, New South Wales",Sole Proprietorship,2013,"55 York St, East Gosford, New South Wales 2250, AU",-33.436865,151.350354,"Anti-Wrinkle Injections, Dermal Fillers, Skin Needling, Laser Hair Removal, Fat Freezing, Podiatry Treatments, Skin Peels, Microdermabrasion, UltraFormer Skin Tightening, Factor 4, PRP, Medical Grate Laser Treatments, and Skincare Plans"
Renee Touma Makeup,http://www.reneetoumamakeup.com,,Cosmetics,0-1 employees,"Sydney, NSW",Self-Employed,2017,"Sydney, NSW 2206, AU",-33.901541,151.198098, 
Brow and Beauty Suite,http://www.facebook.com/browandbeautysuiteaus,403880603,Cosmetics,0-1 employees,"Brunswick, Victoria",Self-Employed,2019,"412 Moreland Rd, Brunswick, Victoria 3055, AU",-37.766605,144.961005,"Cosmetic Tattoo, Eyebrow Tattoo, Microblading, and Lash Enhancement"
"Defining Features, expert skin clinic",http://www.definingfeatures.com.au,,Cosmetics,2-10 employees,"Canberra City, ACT",Sole Proprietorship,2011,"Suite 7, 1st Floor, Bailey's Coner,, 143 London Circuit, Canberra City, ACT 2601, AU",-35.280906,149.125659,"Skin Care, Makeup, Cosmetic Tattooing, and Facials"
Soul Pattinson Chemists, ,,Cosmetics, ,"Liverpool, New South Wales",,, ,-37.8154,144.959895, 
Beauty Science,http://beautyscience.com.au,394271111,Cosmetics,2-10 employees,"Richmond, Victoria",Privately Held,1994,"620 Victoria St, shop 10, Richmond, Victoria 3121, AU",-37.811805,145.011393, 
Kadee Botanicals,http://www.kadeebotanicals.com,438928904,Cosmetics,2-10 employees,"Dulwich Hill, New South Wales",Privately Held,2017,"511 Marrickville Rd, Dulwich Hill, New South Wales 2203, AU",-33.903371,151.142771,"natural skincare, Australian skincare, Vegan skincare, Cruelty free skincare, Toxin free skincare, Indie Beauty, and Clean Beauty"
Juanderous,http://www.juanderous.com.au,,Cosmetics,0-1 employees,"Sydenham, Victoira",Sole Proprietorship,2013,"Sydenham, Victoira 3037, AU",-37.695685,144.766252,"skincare, handmade soap, soap formulation, face care, hair care, and body & bath"
Red Carpet Manicure,http://redcarpetmanicure.com.au,,Cosmetics, ,,,, ,-37.832515,140.795204, 
Julisa,https://julisa.co,,Cosmetics,2-10 employees,"Kenmore, QLD",Privately Held,2015,"PO Box 65013, Kenmore, QLD 4069, AU",-27.52,152.94474, 
Hollywood Nails,http://hollywoodnails.com.au/,,Cosmetics, ,,,,AU, , , 
Eyre BioBotanics,http://www.eyrebiobotanics.com,,Cosmetics,2-10 employees,"Elsternwick, Victoria",Privately Held,2005, ,-34.402689,135.589032,"Skin Care, Organic, Grooming, and Natural"
Hair Salons & Hairdressers in Australia, ,,Cosmetics, ,,,, ,-37.868462,144.979838, 
Ultimate-Beauty,http://www.ultimate-beauty.com.au,,Cosmetics,0-1 employees, ,Privately Held,2008,"2023, AU",-33.880767,151.255624,Bath Salts and Mineral Makeup
Lanolin Beauty International,https://www.lanolinbeauty.com.au,+61 422 189 490,Cosmetics,11-50 employees, ,Privately Held,1992,"19 McCauley St, Matraville,  2036, AU",-33.959355,151.233897,"lanolin cream, lanolin skin care, and australian made"
Universal Beauty,http://universalbeauty.com.au,,Cosmetics, ,"Buderim, Queensland",,, ,-37.803922,144.966197, 
Aesthetics Rx ,http://www.aestheticsrx.com.au,,Cosmetics,2-10 employees,"Adelaide, South Australia",Public Company,2016,"Adelaide, South Australia 5000, AU",-34.929036,138.600473,Skin Care
Australian Dermal Supplies,http://australiandermalsupplies.com.au/,,Cosmetics,2-10 employees,"Mount Waverley, Victoria",Privately Held,2015,"25 Hardner Road , Mount Waverley, Victoria 3149, AU",-37.894745,145.128572,"Skincare Distribution, Training, Skincare Products, Skin Repair, Micro Needling, Cosmetics, Cosmetic, and Cosmeceuticals"
Tarrin & Richard - Arbonne Independent Consultants,https://www.facebook.com/tarrinrichardAIC,,Cosmetics,2-10 employees,,Partnership,2014,"Newstead, Launceston, Tasmania 7250, AU",-41.445876,147.141489,"Skin-care, Nutrition, and Makeup"
skinterest,http://www.skinterest.com.au,0497 584 695,Cosmetics,0-1 employees,"Lilyfield, New South Wales",Privately Held,2018,"Balmain Rd, Lilyfield, New South Wales 2040, AU",-33.869445,151.161234,"Formulation, Skincare, Haircare, Physical Testing, Stability Testing, Consulting, Scale-up, Preservative Efficacy Testing (PET), and Shelf Life Substantiation"
Prestige Smile Pty Ltd,http://www.prestigesmile.com.au,,Cosmetics,2-10 employees,"Perth, WA",Privately Held,2008,"152 - 158 St Georges Terrace, Perth, WA 6000, AU",-31.9537,115.85568,"Consultants, retail, distributors, and Licenses"
Société Australia,http://bit.ly/2oapcGd,,Cosmetics, ,,,,"Keysborough Clos, Keysborough, Victoria 3173, AU",-38.005867,145.167886, 
Venus and Rose Cosmetics,http://www.venusandrose.com,,Cosmetics,11-50 employees,"Brisbane, Queensland",Privately Held,2016, ,-42.887274,147.333067, 
Motives Cosmetics,http://au.motivescosmetics.com,,Cosmetics, ,,,, ,-37.800587,144.899731, 
body by design,http://www.bodybydesign.com.au,,Cosmetics, ,,,,"Sydney,   AU",-33.868633,151.209421, 
EZ SMILE PTY LTD,https://www.ezsmile.com.au/,1300 936 400,Cosmetics,2-10 employees,"Warriewood, NSW",Privately Held,2017,"Unit 19  14 Jubilee Ave, Warriewood, NSW 2102, AU",-33.677606,151.287312, 
AvoGlow Pty. Ltd.,http://www.avoglow.com,,Cosmetics,2-10 employees,"ROCKDALE, NSW",Privately Held,2017,"12/1-3 Aboukir Street, ROCKDALE, NSW 2216, AU",-33.95559,151.142448,"Cosmetics, Cosmetic ingredients, beeswax, essential oils, natural oils, Anti-aging natural products, anti-cellulite natural products , organic cosmetics, Anti-wrinkle natural products, and natural skincare"
Youngblood Mineral Cosmetics AU,http://www.youngbloodmineralcosmetics.com.au/,,Cosmetics,11-50 employees,"Sydney, NSW",Public Company,1996,"Unit 9, 18-28 Sir Joseph Banks Drive, Kurnell, Sydney, NSW 2231, AU",-34.019826,151.206715, 
hop & cotton,http://www.hopandcotton.com,,Cosmetics,11-50 employees,,Privately Held,2013,"Brisbane,   AU",-27.469309,153.026164, 
Le Lash Beautique Pty Ltd,http://www.lelashbeautique.com,,Cosmetics,2-10 employees,"Adelaide, South Australia",Educational Institution,, , , ,"Eyelash Extension Training, Eyelash Extensions, Cosmetic Tattoo, Eyebrow Threading Training, Eyebrow Threading, Waxing, Spray Tans, Education, and Assessment"
Young Nails Australia,http://youngnails.com.au,,Cosmetics, ,,,, ,-34.316951,148.294442, 
ILoveThisBox.com.au, ,,Cosmetics,11-50 employees,"Bellevue Hill, NSW",Privately Held,2011,"PO Box 3352, Bellevue Hill, NSW 2023, AU",-33.880767,151.255624,"Online Marketing, Social Marketing, and Online Retail"
Afrodita Beauty,http://afroditabeauty.com,,Cosmetics, ,"North Sydney, New South Wales",,, , , , 
Hempme, ,,Cosmetics,2-10 employees,"Melbourne, Victoria",Partnership,2016,"Collins St, Melbourne, Victoria 3000, AU",-37.825071,144.978682,"Skincare, Beauty, Cosmetics, Natural, Hemp, Organic, and Toxin-free"
In-VaRox skincare (R),http://in-varox.com,,Cosmetics,2-10 employees,,Privately Held,2007,"2617, AU",-35.22842,149.088005,"Cosmetics, skincare, Gay, Australia, and fresh"
Phyt's Australia & New Zealand,http://www.phyts.com.au,,Cosmetics,2-10 employees,"St Leonards, NSW",Privately Held,2004,"83-85 Chandos Street, St Leonards, NSW 2065, AU",-33.82231,151.19867, 
Nava Dead Sea Skincare,http://www.navadeadseaskincare.com,,Cosmetics,2-10 employees,"Melbourne, Victoria",Privately Held,2020, ,-37.890538,145.066688,"Women Led, Skincare, Cosmetics, Beauty, Australian , Israel, USA, UK, Mud Mask, fashion, luxury, Nava, Natural Ingredients , beauty manufacturer, and beauty retail"
i-Lashes Eyelash Extensions,http://www.i-lashes.com.au,,Cosmetics,2-10 employees,"Brisbane, QLD",Self-Employed,2014,"7/117 Queen St , Brisbane, QLD 4000, AU",-27.470076,153.025283, 
Scream Queen SFX,http://www.scream-queen.com,,Cosmetics,0-1 employees,,Sole Proprietorship,2013,"Perth, Western Australia, Perth,   AU",-31.960773,115.834088,special effects and cosmetics
Lonvitalite,http://www.Lonvitalite.com,403422535,Cosmetics,2-10 employees,"Sydney, NSW",Privately Held,2009,"Sydney, NSW 2154, AU",-33.901541,151.198098, 
Beautyologist,http://beautyologist.com.au,+61 3 9531 5092,Cosmetics,2-10 employees,"St Kilda East, Victoria",Privately Held,2005,"181 Carlisle Street, St Kilda East, Victoria 3183, AU",-37.86419,145.004248,"Laser Hair Removal, Skin Transformation, Facials, Waxing, Spray Tans, and Nails"
Hairdressing Supplies,http://image-hairdressing-supplies.websyte.com.au,,Cosmetics, ,,,, ,-37.741983,144.800718, 
Savoir Faire Cosmetics,http://www.sfcosmetics.com.au/,,Cosmetics,2-10 employees,"Subiaco, Western Australia",Privately Held,2010,"Unit 1/ 350 Hay Street, Subiaco, Western Australia 6008, AU",-31.948019,115.825873,"Cosmetics, Hair, Trichologist, Makeup Artistry, and Product development"
Milk & Honey Medispa,http://www.milkandhoneymedispa.com.au,,Cosmetics,2-10 employees,"Brisbane, QLD",Partnership,2010,"3/620 Moggill Rd Chapel Hill, 46 James Street Fortitude Valley, Brisbane, QLD 4000, AU", , , 
Barber Bus,http://www.barberbus.com.au,433283131,Cosmetics,2-10 employees,"Willetton, Western Australia",Privately Held,2020,"25 Gympie Way, 5, Willetton, Western Australia 6155, AU",-32.052548,115.888617,"barber, hair, and hairdressing"
Lumineye Nailcraft Innovations,http://lumineye.com.au,,Cosmetics, ,,,, , , , 
Red Cosmetica,https://redcosmetica.com,,Cosmetics,2-10 employees,,Privately Held,2016,NSW  AU,-32.494981,146.586903, 
BEAUTY ON ROSE,https://beautyonrose.com.au/,(03) 9331 3800,Cosmetics,11-50 employees,,Privately Held,,"Melbourne,   AU",-37.825071,144.978682, 
Mihan Aromatics ™,http://www.mihanaromatics.com,,Cosmetics,2-10 employees,"Melbourne, Vic",Privately Held,2017,"Fitzroy, Melbourne, Vic 3065, AU",-37.825071,144.978682, 
Kelp & Co. ,https://kelpandco.io,,Cosmetics,2-10 employees,"Melbourne , Victoria",Privately Held,2018,"Melbourne , Victoria  3000, AU",-37.813046,144.962398,"australian made, vegan, cruelty free, plastic free, and skincare"
Living Pure Natural,http://www.livingpurenatural.com,,Cosmetics,2-10 employees,,Privately Held,2013, ,-37.830544,144.997303, 
La Cosmetique,http://www.lacosmetique.com.au,,Cosmetics,11-50 employees,"Silverwater, NSW",Sole Proprietorship,2017,"10-11 Millennium Court, Unit 8, Silverwater, NSW 2128, AU",-33.833106,151.041738, 
Kenzina Skincare,http://www.kenzina.com.au,,Cosmetics,2-10 employees,"Leederville, Western Australia",Privately Held,2019,"285 Vincent St, Leederville, Western Australia 6007, AU",-31.936725,115.843458,Cruelty Free and Plant-Based
Belle Et Confiante,http://www.belleetconfiante.com.au,359990835,Cosmetics,0-1 employees,,Sole Proprietorship,2020,"Melbourne,   AU",-37.825071,144.978682, 
First Impressions Laser Clinic,http://www.firstimpressionslaser.com.au,,Cosmetics,2-10 employees,"Collingwood, VIC",Public Company,2014,"250 Smith Street, Collingwood, VIC 3066, AU",-37.801609,144.984025,"Laser Tattoo Removal, Age Spot Removl, Sun Spot Removal, Wrinkle Removal, Acne Scarring Repair, Permanent Makeup, Freckle Removal, and Cellulite Reduction - Venus Swan"
Sunlounge,http://sunlounge.com.au,,Cosmetics,2-10 employees,"Moorabbin, VIC",,, , , , 
Yamco Skin,https://www.yamcoskin.com/,,Cosmetics,2-10 employees,,Privately Held,2020,"Sydney,   AU",-33.868633,151.209421, 
Oz Nails & Beauty Supply,https://www.oznailsbeautysupply.com.au,,Cosmetics,11-50 employees,"Sunshine North, Victoria",Partnership,2006, ,-34.928098,138.606343,"Nails, Hair, Waxing, Lashes & Brows, Wholesales, Distributor, Healthy Dipping System, Tanning, and Skincare"
Love Beauty Foods,http://www.lovebeautyfoods.com,,Cosmetics,2-10 employees,"Warners Bay, New South Wales",Privately Held,2016,"Unit 4, 44-46 Medcalf Street, Warners Bay, New South Wales 2282, AU",-32.967209,151.64846, 
Make-Up Studio Australia,http://make-upstudio.com.au,883570242,Cosmetics,0-1 employees,"Unley, South Australia",Self-Employed,2012,"99a Maud St, Unley, South Australia 5061, AU",-34.947869,138.608135, 
Beauty and the Bees,http://www.beebeauty.com.au,,Cosmetics,11-50 employees,,Privately Held,1993,"Shop 2, 31-35 Galleria Building, Salamanca Place, Hobart, Tasmania 7000, AU",-42.877031,147.316138,"Natural skincare, Natural haircare, Natural cosmetics, Shampoo bars, Plastic free, and Zero waste"
Tend Skin,http://tendskin.com.au,,Cosmetics, ,,,, ,-37.76636,144.983482, 
Platinum In Perth, ,,Cosmetics, ,"Maylands, Western Australia",,, ,-31.934025,115.858724, 
Ocean Essence Skin Care, ,,Cosmetics,2-10 employees,"Tweed Coast, NSW",Public Company,2008, ,-38.25772,144.51919, 
Pure Cosmetica,http://www.purecosmetica.com,1300 366 381,Cosmetics,2-10 employees,,Privately Held,2018,"150 Ferrars St, South Melbourne,  3205, AU",-37.830557,144.953512,"Beauty , Cosmetics, and Organics"
The Cosmetic & Wellness Team,https://cosmeticteam.com.au/,,Cosmetics,11-50 employees,"Bondi Junction, New South Wales",Privately Held,2018, ,-37.800587,144.899731, 
Adelaide Cosmetic Specialists,http://www.adelaidecosmeticspecialists.com.au,,Cosmetics,0-1 employees,"Glenelg North, SA",Public Company,2006,"Laser Hair Removal at The Bay, 1/61 Tapleys Hill Rd,, Glenelg North, SA 5045, AU",-34.97689,138.519553, 
Eye Kandy Cosmetics,http://eyekandycosmetics.com,,Cosmetics, ,,,, ,-27.240775,153.0147, 
O3 Hair,https://o3hair.com.au/,,Cosmetics,2-10 employees,"Sydney, New South Wales",Privately Held,2017,"5 Inglis Road, Ingleburn, Sydney, New South Wales 2565, AU",-34.00245,150.849045, 
Salon Supplies & Furniture,http://salonsupplies.net.au,,Cosmetics, ,,,, ,-33.761824,151.275647, 
Nails R Us,http://nailsrus.com.au,,Cosmetics, ,,,, ,-32.942014,151.711833, 
